service,timestamp,refined_0,refined_1,refined_2,refined_3,refined_4,refined_5,refined_6,refined_7,refined_8,refined_9
0.104200083,60.290887006,0.062121004,0.11393669,-0.017891578,0.0122396685,-0.029996108,-0.024021706,0.046430275,-0.010439243,0.10410335,0.0668505
0.162834971,60.290887006,0.10033251,0.09569544,-0.044713937,0.09230329,-0.007383514,0.0034694076,0.08094451,0.119906,0.03170149,0.10808266
0.18044516975,60.290887006,0.10198667,0.104659244,-0.04432362,0.09336777,-0.02415235,0.0005331002,0.07557599,0.11098303,0.04464273,0.11838466
79523840.0,60.290887006,0.07764007,0.11007175,-0.026360929,0.048383094,-0.031433992,-0.012724537,0.051253967,0.025415411,0.081141606,0.074186355
86223872.0,60.290887006,0.11784131,0.09719214,-0.0584466,0.120736465,-0.00752021,0.009896852,0.10017617,0.18615228,0.013046771,0.15912826
87977984.0,60.290887006,0.09578981,0.098669775,-0.04109934,0.08618797,-0.015144702,0.0028941222,0.07005846,0.09211254,0.03979272,0.08888446
adservice,60.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cartservice,60.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
checkoutservice,60.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
currencyservice,60.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emailservice,60.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontend,60.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paymentservice,60.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
productcatalogservice,60.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
recommendationservice,60.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shippingservice,60.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.104200083,120.290887006,0.062121004,0.11393669,-0.017891578,0.0122396685,-0.029996108,-0.024021706,0.046430275,-0.010439243,0.10410335,0.0668505
0.162834971,120.290887006,0.10033251,0.09569544,-0.044713937,0.09230329,-0.007383514,0.0034694076,0.08094451,0.119906,0.03170149,0.10808266
0.18044516975,120.290887006,0.10198667,0.104659244,-0.04432362,0.09336777,-0.02415235,0.0005331002,0.07557599,0.11098303,0.04464273,0.11838466
79523840.0,120.290887006,0.07764007,0.11007175,-0.026360929,0.048383094,-0.031433992,-0.012724537,0.051253967,0.025415411,0.081141606,0.074186355
86223872.0,120.290887006,0.11784131,0.09719214,-0.0584466,0.120736465,-0.00752021,0.009896852,0.10017617,0.18615228,0.013046771,0.15912826
87977984.0,120.290887006,0.09578981,0.098669775,-0.04109934,0.08618797,-0.015144702,0.0028941222,0.07005846,0.09211254,0.03979272,0.08888446
adservice,120.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cartservice,120.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
checkoutservice,120.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
currencyservice,120.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emailservice,120.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontend,120.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paymentservice,120.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
productcatalogservice,120.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
recommendationservice,120.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shippingservice,120.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.104200083,180.290887006,0.062121004,0.11393669,-0.017891578,0.0122396685,-0.029996108,-0.024021706,0.046430275,-0.010439243,0.10410335,0.0668505
0.162834971,180.290887006,0.10033251,0.09569544,-0.044713937,0.09230329,-0.007383514,0.0034694076,0.08094451,0.119906,0.03170149,0.10808266
0.18044516975,180.290887006,0.10198667,0.104659244,-0.04432362,0.09336777,-0.02415235,0.0005331002,0.07557599,0.11098303,0.04464273,0.11838466
79523840.0,180.290887006,0.07764007,0.11007175,-0.026360929,0.048383094,-0.031433992,-0.012724537,0.051253967,0.025415411,0.081141606,0.074186355
86223872.0,180.290887006,0.11784131,0.09719214,-0.0584466,0.120736465,-0.00752021,0.009896852,0.10017617,0.18615228,0.013046771,0.15912826
87977984.0,180.290887006,0.09578981,0.098669775,-0.04109934,0.08618797,-0.015144702,0.0028941222,0.07005846,0.09211254,0.03979272,0.08888446
adservice,180.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cartservice,180.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
checkoutservice,180.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
currencyservice,180.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emailservice,180.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontend,180.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paymentservice,180.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
productcatalogservice,180.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
recommendationservice,180.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shippingservice,180.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.104200083,240.290887006,0.062121004,0.11393669,-0.017891578,0.0122396685,-0.029996108,-0.024021706,0.046430275,-0.010439243,0.10410335,0.0668505
0.162834971,240.290887006,0.10033251,0.09569544,-0.044713937,0.09230329,-0.007383514,0.0034694076,0.08094451,0.119906,0.03170149,0.10808266
0.18044516975,240.290887006,0.10198667,0.104659244,-0.04432362,0.09336777,-0.02415235,0.0005331002,0.07557599,0.11098303,0.04464273,0.11838466
79523840.0,240.290887006,0.07764007,0.11007175,-0.026360929,0.048383094,-0.031433992,-0.012724537,0.051253967,0.025415411,0.081141606,0.074186355
86223872.0,240.290887006,0.11784131,0.09719214,-0.0584466,0.120736465,-0.00752021,0.009896852,0.10017617,0.18615228,0.013046771,0.15912826
87977984.0,240.290887006,0.09578981,0.098669775,-0.04109934,0.08618797,-0.015144702,0.0028941222,0.07005846,0.09211254,0.03979272,0.08888446
adservice,240.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cartservice,240.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
checkoutservice,240.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
currencyservice,240.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emailservice,240.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontend,240.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paymentservice,240.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
productcatalogservice,240.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
recommendationservice,240.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shippingservice,240.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.104200083,300.290887006,0.062121004,0.11393669,-0.017891578,0.0122396685,-0.029996108,-0.024021706,0.046430275,-0.010439243,0.10410335,0.0668505
0.162834971,300.290887006,0.10033251,0.09569544,-0.044713937,0.09230329,-0.007383514,0.0034694076,0.08094451,0.119906,0.03170149,0.10808266
0.18044516975,300.290887006,0.10198667,0.104659244,-0.04432362,0.09336777,-0.02415235,0.0005331002,0.07557599,0.11098303,0.04464273,0.11838466
79523840.0,300.290887006,0.07764007,0.11007175,-0.026360929,0.048383094,-0.031433992,-0.012724537,0.051253967,0.025415411,0.081141606,0.074186355
86223872.0,300.290887006,0.11784131,0.09719214,-0.0584466,0.120736465,-0.00752021,0.009896852,0.10017617,0.18615228,0.013046771,0.15912826
87977984.0,300.290887006,0.09578981,0.098669775,-0.04109934,0.08618797,-0.015144702,0.0028941222,0.07005846,0.09211254,0.03979272,0.08888446
adservice,300.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cartservice,300.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
checkoutservice,300.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
currencyservice,300.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emailservice,300.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontend,300.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paymentservice,300.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
productcatalogservice,300.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
recommendationservice,300.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shippingservice,300.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.104200083,360.290887006,0.062121004,0.11393669,-0.017891578,0.0122396685,-0.029996108,-0.024021706,0.046430275,-0.010439243,0.10410335,0.0668505
0.162834971,360.290887006,0.10033251,0.09569544,-0.044713937,0.09230329,-0.007383514,0.0034694076,0.08094451,0.119906,0.03170149,0.10808266
0.18044516975,360.290887006,0.10198667,0.104659244,-0.04432362,0.09336777,-0.02415235,0.0005331002,0.07557599,0.11098303,0.04464273,0.11838466
79523840.0,360.290887006,0.07764007,0.11007175,-0.026360929,0.048383094,-0.031433992,-0.012724537,0.051253967,0.025415411,0.081141606,0.074186355
86223872.0,360.290887006,0.11784131,0.09719214,-0.0584466,0.120736465,-0.00752021,0.009896852,0.10017617,0.18615228,0.013046771,0.15912826
87977984.0,360.290887006,0.09578981,0.098669775,-0.04109934,0.08618797,-0.015144702,0.0028941222,0.07005846,0.09211254,0.03979272,0.08888446
adservice,360.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cartservice,360.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
checkoutservice,360.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
currencyservice,360.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emailservice,360.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontend,360.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paymentservice,360.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
productcatalogservice,360.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
recommendationservice,360.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shippingservice,360.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.104200083,420.290887006,0.062121004,0.11393669,-0.017891578,0.0122396685,-0.029996108,-0.024021706,0.046430275,-0.010439243,0.10410335,0.0668505
0.162834971,420.290887006,0.10033251,0.09569544,-0.044713937,0.09230329,-0.007383514,0.0034694076,0.08094451,0.119906,0.03170149,0.10808266
0.18044516975,420.290887006,0.10198667,0.104659244,-0.04432362,0.09336777,-0.02415235,0.0005331002,0.07557599,0.11098303,0.04464273,0.11838466
79523840.0,420.290887006,0.07764007,0.11007175,-0.026360929,0.048383094,-0.031433992,-0.012724537,0.051253967,0.025415411,0.081141606,0.074186355
86223872.0,420.290887006,0.11784131,0.09719214,-0.0584466,0.120736465,-0.00752021,0.009896852,0.10017617,0.18615228,0.013046771,0.15912826
87977984.0,420.290887006,0.09578981,0.098669775,-0.04109934,0.08618797,-0.015144702,0.0028941222,0.07005846,0.09211254,0.03979272,0.08888446
adservice,420.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cartservice,420.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
checkoutservice,420.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
currencyservice,420.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emailservice,420.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontend,420.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paymentservice,420.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
productcatalogservice,420.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
recommendationservice,420.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shippingservice,420.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.104200083,480.290887006,0.062121004,0.11393669,-0.017891578,0.0122396685,-0.029996108,-0.024021706,0.046430275,-0.010439243,0.10410335,0.0668505
0.162834971,480.290887006,0.10033251,0.09569544,-0.044713937,0.09230329,-0.007383514,0.0034694076,0.08094451,0.119906,0.03170149,0.10808266
0.18044516975,480.290887006,0.10198667,0.104659244,-0.04432362,0.09336777,-0.02415235,0.0005331002,0.07557599,0.11098303,0.04464273,0.11838466
79523840.0,480.290887006,0.07764007,0.11007175,-0.026360929,0.048383094,-0.031433992,-0.012724537,0.051253967,0.025415411,0.081141606,0.074186355
86223872.0,480.290887006,0.11784131,0.09719214,-0.0584466,0.120736465,-0.00752021,0.009896852,0.10017617,0.18615228,0.013046771,0.15912826
87977984.0,480.290887006,0.09578981,0.098669775,-0.04109934,0.08618797,-0.015144702,0.0028941222,0.07005846,0.09211254,0.03979272,0.08888446
adservice,480.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cartservice,480.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
checkoutservice,480.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
currencyservice,480.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emailservice,480.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontend,480.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paymentservice,480.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
productcatalogservice,480.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
recommendationservice,480.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shippingservice,480.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.104200083,540.290887006,0.062121004,0.11393669,-0.017891578,0.0122396685,-0.029996108,-0.024021706,0.046430275,-0.010439243,0.10410335,0.0668505
0.162834971,540.290887006,0.10033251,0.09569544,-0.044713937,0.09230329,-0.007383514,0.0034694076,0.08094451,0.119906,0.03170149,0.10808266
0.18044516975,540.290887006,0.10198667,0.104659244,-0.04432362,0.09336777,-0.02415235,0.0005331002,0.07557599,0.11098303,0.04464273,0.11838466
79523840.0,540.290887006,0.07764007,0.11007175,-0.026360929,0.048383094,-0.031433992,-0.012724537,0.051253967,0.025415411,0.081141606,0.074186355
86223872.0,540.290887006,0.11784131,0.09719214,-0.0584466,0.120736465,-0.00752021,0.009896852,0.10017617,0.18615228,0.013046771,0.15912826
87977984.0,540.290887006,0.09578981,0.098669775,-0.04109934,0.08618797,-0.015144702,0.0028941222,0.07005846,0.09211254,0.03979272,0.08888446
adservice,540.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cartservice,540.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
checkoutservice,540.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
currencyservice,540.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emailservice,540.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontend,540.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paymentservice,540.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
productcatalogservice,540.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
recommendationservice,540.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shippingservice,540.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.104200083,600.290887006,0.062121004,0.11393669,-0.017891578,0.0122396685,-0.029996108,-0.024021706,0.046430275,-0.010439243,0.10410335,0.0668505
0.162834971,600.290887006,0.10033251,0.09569544,-0.044713937,0.09230329,-0.007383514,0.0034694076,0.08094451,0.119906,0.03170149,0.10808266
0.18044516975,600.290887006,0.10198667,0.104659244,-0.04432362,0.09336777,-0.02415235,0.0005331002,0.07557599,0.11098303,0.04464273,0.11838466
79523840.0,600.290887006,0.07764007,0.11007175,-0.026360929,0.048383094,-0.031433992,-0.012724537,0.051253967,0.025415411,0.081141606,0.074186355
86223872.0,600.290887006,0.11784131,0.09719214,-0.0584466,0.120736465,-0.00752021,0.009896852,0.10017617,0.18615228,0.013046771,0.15912826
87977984.0,600.290887006,0.09578981,0.098669775,-0.04109934,0.08618797,-0.015144702,0.0028941222,0.07005846,0.09211254,0.03979272,0.08888446
adservice,600.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cartservice,600.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
checkoutservice,600.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
currencyservice,600.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emailservice,600.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontend,600.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paymentservice,600.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
productcatalogservice,600.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
recommendationservice,600.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shippingservice,600.290887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
