Pod,Unix Timestamp,Cpu usage
adservice-one,1740681008,0.088557565
adservice-one,1740681068,0.033590564
adservice-one,1740681128,0.07424008
adservice-one,1740681188,0.04228712
adservice-one,1740681248,0.053299743
adservice-one,1740681308,0.091177565
adservice-one,1740681368,0.015376709
adservice-one,1740681428,0.001523911
adservice-one,1740681488,0.109873642
adservice-one,1740681548,0.020288385
adservice-one,1740681608,0.00155669
adservice-one,1740681668,0.001804821
adservice-one,1740681728,0.080791874
adservice-one,1740681788,0.075364608
adservice-one,1740681848,0.001566204
adservice-one,1740681908,0.001594988
adservice-one,1740681968,0.001626349
adservice-one,1740682028,0.001650515
adservice-one,1740682088,0.044016686
adservice-one,1740682148,0.168955701
adservice-one,1740682208,0.001662368
adservice-one,1740682268,0.001636598
adservice-one,1740682328,0.001541779
adservice-one,1740682388,0.001490066
adservice-one,1740682448,0.001492828
adservice-one,1740682508,0.100842339
adservice-one,1740682568,0.047124968
adservice-one,1740682628,0.001527342
adservice-one,1740682688,0.001227138
adservice-one,1740682748,0.001580968
adservice-one,1740682808,0.0014638
adservice-one,1740682868,0.001582348
adservice-one,1740682928,0.081324123
adservice-one,1740682988,0.047959911
adservice-one,1740683048,0.001501332
adservice-one,1740683108,0.001550602
adservice-one,1740683168,0.001567074
adservice-one,1740683228,0.001569814
adservice-one,1740683288,0.02509412
adservice-one,1740683348,0.1349324
adservice-one,1740683408,0.001655012
adservice-one,1740683468,0.001541913
adservice-one,1740683528,0.001680635
adservice-one,1740683588,0.001617243
adservice-one,1740683648,0.001287905
adservice-one,1740683708,0.073968962
adservice-one,1740683768,0.0523163
adservice-one,1740683828,0.001598792
adservice-one,1740683888,0.001499879
adservice-one,1740683948,0.001637537
adservice-one,1740684008,0.00159359
adservice-one,1740684068,0.001642913
adservice-one,1740684128,0.095608326
adservice-one,1740684188,0.001051416
adservice-one,1740684248,0.001569702
adservice-one,1740684308,0.001527827
adservice-one,1740684368,0.001525418
adservice-one,1740684428,0.001568893
adservice-one,1740684488,0.048604794
adservice-one,1740684548,0.017785139
adservice-one,1740684608,0.001600552
adservice-one,1740684668,0.001334932
adservice-one,1740684728,0.001519902
adservice-one,1740684788,0.001422181
adservice-one,1740684848,0.068538547
adservice-one,1740684908,0.067785441
adservice-one,1740684968,0.00652032
adservice-one,1740685028,0.000964843
adservice-one,1740685088,0.001765108
adservice-one,1740685148,0.001485071
adservice-one,1740685208,0.001607401
adservice-one,1740685268,0.09931831
adservice-one,1740685328,0.075061788
adservice-one,1740685388,0.00161481
adservice-one,1740685448,0.001633576
adservice-one,1740685508,0.000945228
adservice-one,1740685568,0.001443852
adservice-one,1740685628,0.001489404
cartservice-one,1740681008,0.050027946
cartservice-one,1740681068,0.052981899
cartservice-one,1740681128,0.062978159
cartservice-one,1740681188,0.068002572
cartservice-one,1740681248,0.057662978
cartservice-one,1740681308,0.0707249
cartservice-one,1740681368,0.080766925
cartservice-one,1740681428,0.092902618
cartservice-one,1740681488,0.08953666
cartservice-one,1740681548,0.095417817
cartservice-one,1740681608,0.091913372
cartservice-one,1740681668,0.094278424
cartservice-one,1740681728,0.089304503
cartservice-one,1740681788,0.115669005
cartservice-one,1740681848,0.117492395
cartservice-one,1740681908,0.106029565
cartservice-one,1740681968,0.067192972
cartservice-one,1740682028,0.107495531
cartservice-one,1740682088,0.100061262
cartservice-one,1740682148,0.095690419
cartservice-one,1740682208,0.093749547
cartservice-one,1740682268,0.109276768
cartservice-one,1740682328,0.087195686
cartservice-one,1740682388,0.078764343
cartservice-one,1740682448,0.081737129
cartservice-one,1740682508,0.069484214
cartservice-one,1740682568,0.062622821
cartservice-one,1740682628,0.057498263
cartservice-one,1740682688,0.059863745
cartservice-one,1740682748,0.052673804
cartservice-one,1740682808,0.056234409
cartservice-one,1740682868,0.050013299
cartservice-one,1740682928,0.04368442
cartservice-one,1740682988,0.062556646
cartservice-one,1740683048,0.102348365
cartservice-one,1740683108,0.068851425
cartservice-one,1740683168,0.112036693
cartservice-one,1740683228,0.10263067
cartservice-one,1740683288,0.105692626
cartservice-one,1740683348,0.101978153
cartservice-one,1740683408,0.120495355
cartservice-one,1740683468,0.077635603
cartservice-one,1740683528,0.142058597
cartservice-one,1740683588,0.081051933
cartservice-one,1740683648,0.068165275
cartservice-one,1740683708,0.059126602
cartservice-one,1740683768,0.06856123
cartservice-one,1740683828,0.065717689
cartservice-one,1740683888,0.063918806
cartservice-one,1740683948,0.032838571
cartservice-one,1740684008,0.071327018
cartservice-one,1740684068,0.05401495
cartservice-one,1740684128,0.076109596
cartservice-one,1740684188,0.0660594
cartservice-one,1740684248,0.0720689
cartservice-one,1740684308,0.066474513
cartservice-one,1740684368,0.086335633
cartservice-one,1740684428,0.061233194
cartservice-one,1740684488,0.056140718
cartservice-one,1740684548,0.055381194
cartservice-one,1740684608,0.051712598
cartservice-one,1740684668,0.053580755
cartservice-one,1740684728,0.047277328
cartservice-one,1740684788,0.038763486
cartservice-one,1740684848,0.061951884
cartservice-one,1740684908,0.083130678
cartservice-one,1740684968,0.096837861
cartservice-one,1740685028,0.065042989
cartservice-one,1740685088,0.083057276
cartservice-one,1740685148,0.088500687
cartservice-one,1740685208,0.074527605
cartservice-one,1740685268,0.06447047
cartservice-one,1740685328,0.068588458
cartservice-one,1740685388,0.083260954
cartservice-one,1740685448,0.094043537
cartservice-one,1740685508,0.004111464
cartservice-one,1740685568,0.003344416
cartservice-one,1740685628,0.003686438
checkoutservice-one,1740681008,0.028246848
checkoutservice-one,1740681068,0.033971461
checkoutservice-one,1740681128,0.038495917
checkoutservice-one,1740681188,0.04377384
checkoutservice-one,1740681248,0.045354141
checkoutservice-one,1740681308,0.044474063
checkoutservice-one,1740681368,0.060797397
checkoutservice-one,1740681428,0.063505965
checkoutservice-one,1740681488,0.059133612
checkoutservice-one,1740681548,0.069980036
checkoutservice-one,1740681608,0.067097486
checkoutservice-one,1740681668,0.070460895
checkoutservice-one,1740681728,0.074601553
checkoutservice-one,1740681788,0.07528576
checkoutservice-one,1740681848,0.091865168
checkoutservice-one,1740681908,0.087618298
checkoutservice-one,1740681968,0.075722585
checkoutservice-one,1740682028,0.075825121
checkoutservice-one,1740682088,0.064969221
checkoutservice-one,1740682148,0.069471021
checkoutservice-one,1740682208,0.064245104
checkoutservice-one,1740682268,0.070044634
checkoutservice-one,1740682328,0.050969124
checkoutservice-one,1740682388,0.051990401
checkoutservice-one,1740682448,0.048343666
checkoutservice-one,1740682508,0.050363384
checkoutservice-one,1740682568,0.048976403
checkoutservice-one,1740682628,0.038669467
checkoutservice-one,1740682688,0.035677526
checkoutservice-one,1740682748,0.040373329
checkoutservice-one,1740682808,0.036559979
checkoutservice-one,1740682868,0.030818402
checkoutservice-one,1740682928,0.049189389
checkoutservice-one,1740682988,0.061044356
checkoutservice-one,1740683048,0.058843127
checkoutservice-one,1740683108,0.076832127
checkoutservice-one,1740683168,0.069934758
checkoutservice-one,1740683228,0.083374568
checkoutservice-one,1740683288,0.090665586
checkoutservice-one,1740683348,0.071254995
checkoutservice-one,1740683408,0.086834637
checkoutservice-one,1740683468,0.103827248
checkoutservice-one,1740683528,0.104200083
checkoutservice-one,1740683588,0.057259403
checkoutservice-one,1740683648,0.046557202
checkoutservice-one,1740683708,0.050225679
checkoutservice-one,1740683768,0.038077632
checkoutservice-one,1740683828,0.044908749
checkoutservice-one,1740683888,0.044073814
checkoutservice-one,1740683948,0.040946879
checkoutservice-one,1740684008,0.053766017
checkoutservice-one,1740684068,0.051825013
checkoutservice-one,1740684128,0.055331581
checkoutservice-one,1740684188,0.051370648
checkoutservice-one,1740684248,0.042590326
checkoutservice-one,1740684308,0.046373669
checkoutservice-one,1740684368,0.054067442
checkoutservice-one,1740684428,0.044805097
checkoutservice-one,1740684488,0.024057193
checkoutservice-one,1740684548,0.037619249
checkoutservice-one,1740684608,0.035321821
checkoutservice-one,1740684668,0.03520126
checkoutservice-one,1740684728,0.03414163
checkoutservice-one,1740684788,0.032611557
checkoutservice-one,1740684848,0.037492517
checkoutservice-one,1740684908,0.05592567
checkoutservice-one,1740684968,0.061528717
checkoutservice-one,1740685028,0.046257209
checkoutservice-one,1740685088,0.065099149
checkoutservice-one,1740685148,0.048882728
checkoutservice-one,1740685208,0.05613345
checkoutservice-one,1740685268,0.063233953
checkoutservice-one,1740685328,0.067854168
checkoutservice-one,1740685388,0.064346978
checkoutservice-one,1740685448,0.058241756
checkoutservice-one,1740685508,0.003564852
checkoutservice-one,1740685568,0.002984546
checkoutservice-one,1740685628,0.001783932
currencyservice-one,1740681008,0.080037551
currencyservice-one,1740681068,0.087811819
currencyservice-one,1740681128,0.092768065
currencyservice-one,1740681188,0.108118692
currencyservice-one,1740681248,0.116122695
currencyservice-one,1740681308,0.113812717
currencyservice-one,1740681368,0.136121306
currencyservice-one,1740681428,0.148587169
currencyservice-one,1740681488,0.161159153
currencyservice-one,1740681548,0.174346272
currencyservice-one,1740681608,0.161257947
currencyservice-one,1740681668,0.171508471
currencyservice-one,1740681728,0.146246956
currencyservice-one,1740681788,0.191927526
currencyservice-one,1740681848,0.204601549
currencyservice-one,1740681908,0.177353499
currencyservice-one,1740681968,0.165642452
currencyservice-one,1740682028,0.187303868
currencyservice-one,1740682088,0.168682458
currencyservice-one,1740682148,0.163310952
currencyservice-one,1740682208,0.114203788
currencyservice-one,1740682268,0.161339964
currencyservice-one,1740682328,0.138842683
currencyservice-one,1740682388,0.127332274
currencyservice-one,1740682448,0.121416827
currencyservice-one,1740682508,0.1102655
currencyservice-one,1740682568,0.102489595
currencyservice-one,1740682628,0.09040833
currencyservice-one,1740682688,0.090516462
currencyservice-one,1740682748,0.089053047
currencyservice-one,1740682808,0.089887168
currencyservice-one,1740682868,0.086784441
currencyservice-one,1740682928,0.11128971
currencyservice-one,1740682988,0.144669227
currencyservice-one,1740683048,0.165200756
currencyservice-one,1740683108,0.179380352
currencyservice-one,1740683168,0.161940596
currencyservice-one,1740683228,0.18334195
currencyservice-one,1740683288,0.214216474
currencyservice-one,1740683348,0.175737021
currencyservice-one,1740683408,0.218186628
currencyservice-one,1740683468,0.222809824
currencyservice-one,1740683528,0.119666
currencyservice-one,1740683588,0.140486405
currencyservice-one,1740683648,0.110734992
currencyservice-one,1740683708,0.105058995
currencyservice-one,1740683768,0.106662215
currencyservice-one,1740683828,0.103629354
currencyservice-one,1740683888,0.106156585
currencyservice-one,1740683948,0.107234221
currencyservice-one,1740684008,0.080713177
currencyservice-one,1740684068,0.088967327
currencyservice-one,1740684128,0.123723011
currencyservice-one,1740684188,0.095745649
currencyservice-one,1740684248,0.089218308
currencyservice-one,1740684308,0.087299497
currencyservice-one,1740684368,0.135675392
currencyservice-one,1740684428,0.103464461
currencyservice-one,1740684488,0.089772655
currencyservice-one,1740684548,0.08267572
currencyservice-one,1740684608,0.079489159
currencyservice-one,1740684668,0.079154355
currencyservice-one,1740684728,0.078538711
currencyservice-one,1740684788,0.082843197
currencyservice-one,1740684848,0.095512043
currencyservice-one,1740684908,0.106618773
currencyservice-one,1740684968,0.1415082
currencyservice-one,1740685028,0.124859468
currencyservice-one,1740685088,0.138694865
currencyservice-one,1740685148,0.134642794
currencyservice-one,1740685208,0.137551894
currencyservice-one,1740685268,0.0927457
currencyservice-one,1740685328,0.142271369
currencyservice-one,1740685388,0.122979139
currencyservice-one,1740685448,0.115774013
currencyservice-one,1740685508,0.00317571
currencyservice-one,1740685568,0.002757791
currencyservice-one,1740685628,0.002717253
emailservice-one,1740681008,0.006221308
emailservice-one,1740681068,0.007097358
emailservice-one,1740681128,0.006934551
emailservice-one,1740681188,0.007136594
emailservice-one,1740681248,0.007474551
emailservice-one,1740681308,0.007885902
emailservice-one,1740681368,0.008306137
emailservice-one,1740681428,0.008375538
emailservice-one,1740681488,0.008193076
emailservice-one,1740681548,0.009396834
emailservice-one,1740681608,0.008958531
emailservice-one,1740681668,0.009435425
emailservice-one,1740681728,0.009943984
emailservice-one,1740681788,0.009849681
emailservice-one,1740681848,0.010815827
emailservice-one,1740681908,0.010608925
emailservice-one,1740681968,0.009604123
emailservice-one,1740682028,0.009759525
emailservice-one,1740682088,0.009136978
emailservice-one,1740682148,0.009456579
emailservice-one,1740682208,0.008603737
emailservice-one,1740682268,0.009351433
emailservice-one,1740682328,0.00791854
emailservice-one,1740682388,0.008032508
emailservice-one,1740682448,0.007846554
emailservice-one,1740682508,0.00821732
emailservice-one,1740682568,0.008047939
emailservice-one,1740682628,0.00699535
emailservice-one,1740682688,0.006738875
emailservice-one,1740682748,0.006999718
emailservice-one,1740682808,0.006922044
emailservice-one,1740682868,0.006769803
emailservice-one,1740682928,0.007967678
emailservice-one,1740682988,0.008738597
emailservice-one,1740683048,0.0055677
emailservice-one,1740683108,0.009627964
emailservice-one,1740683168,0.009849675
emailservice-one,1740683228,0.008594345
emailservice-one,1740683288,0.010257456
emailservice-one,1740683348,0.009677429
emailservice-one,1740683408,0.009992969
emailservice-one,1740683468,0.011683164
emailservice-one,1740683528,0.011450406
emailservice-one,1740683588,0.008399213
emailservice-one,1740683648,0.007768907
emailservice-one,1740683708,0.006948084
emailservice-one,1740683768,0.007370251
emailservice-one,1740683828,0.007850555
emailservice-one,1740683888,0.007504608
emailservice-one,1740683948,0.007142059
emailservice-one,1740684008,0.008344573
emailservice-one,1740684068,0.008301951
emailservice-one,1740684128,0.008089986
emailservice-one,1740684188,0.00806207
emailservice-one,1740684248,0.008033345
emailservice-one,1740684308,0.00740086
emailservice-one,1740684368,0.00887942
emailservice-one,1740684428,0.00716373
emailservice-one,1740684488,0.005220599
emailservice-one,1740684548,0.007210437
emailservice-one,1740684608,0.007016894
emailservice-one,1740684668,0.007005611
emailservice-one,1740684728,0.006710773
emailservice-one,1740684788,0.007266224
emailservice-one,1740684848,0.007068143
emailservice-one,1740684908,0.008491318
emailservice-one,1740684968,0.009098098
emailservice-one,1740685028,0.007399434
emailservice-one,1740685088,0.006139826
emailservice-one,1740685148,0.008416308
emailservice-one,1740685208,0.00863318
emailservice-one,1740685268,0.008331743
emailservice-one,1740685328,0.008815791
emailservice-one,1740685388,0.008861601
emailservice-one,1740685448,0.008271215
emailservice-one,1740685508,0.0044649
emailservice-one,1740685568,0.004538966
emailservice-one,1740685628,0.004797407
frontend-one,1740681008,0.063226568
frontend-one,1740681068,0.072849265
frontend-one,1740681128,0.079054548
frontend-one,1740681188,0.092299564
frontend-one,1740681248,0.108244041
frontend-one,1740681308,0.097500376
frontend-one,1740681368,0.101789299
frontend-one,1740681428,0.105520343
frontend-one,1740681488,0.122688824
frontend-one,1740681548,0.134422214
frontend-one,1740681608,0.09840335
frontend-one,1740681668,0.117470925
frontend-one,1740681728,0.123559021
frontend-one,1740681788,0.134266384
frontend-one,1740681848,0.133160521
frontend-one,1740681908,0.102952381
frontend-one,1740681968,0.119360197
frontend-one,1740682028,0.127136329
frontend-one,1740682088,0.098832024
frontend-one,1740682148,0.114722286
frontend-one,1740682208,0.111572451
frontend-one,1740682268,0.10576732
frontend-one,1740682328,0.094443749
frontend-one,1740682388,0.092794389
frontend-one,1740682448,0.080007009
frontend-one,1740682508,0.075919099
frontend-one,1740682568,0.076013385
frontend-one,1740682628,0.063389527
frontend-one,1740682688,0.057624796
frontend-one,1740682748,0.053181035
frontend-one,1740682808,0.05548398
frontend-one,1740682868,0.054550822
frontend-one,1740682928,0.072548339
frontend-one,1740682988,0.052457984
frontend-one,1740683048,0.063072024
frontend-one,1740683108,0.097608314
frontend-one,1740683168,0.1033707
frontend-one,1740683228,0.104678291
frontend-one,1740683288,0.115877613
frontend-one,1740683348,0.090430205
frontend-one,1740683408,0.120682198
frontend-one,1740683468,0.132371469
frontend-one,1740683528,0.124343618
frontend-one,1740683588,0.061559881
frontend-one,1740683648,0.053415377
frontend-one,1740683708,0.04632643
frontend-one,1740683768,0.051789692
frontend-one,1740683828,0.047258222
frontend-one,1740683888,0.048226909
frontend-one,1740683948,0.055851478
frontend-one,1740684008,0.056755555
frontend-one,1740684068,0.077059529
frontend-one,1740684128,0.065601737
frontend-one,1740684188,0.0511721
frontend-one,1740684248,0.058953493
frontend-one,1740684308,0.054884864
frontend-one,1740684368,0.06299016
frontend-one,1740684428,0.046196253
frontend-one,1740684488,0.039653056
frontend-one,1740684548,0.042355494
frontend-one,1740684608,0.041473711
frontend-one,1740684668,0.035232113
frontend-one,1740684728,0.039961876
frontend-one,1740684788,0.041074226
frontend-one,1740684848,0.055472023
frontend-one,1740684908,0.086401642
frontend-one,1740684968,0.094409446
frontend-one,1740685028,0.087707664
frontend-one,1740685088,0.098045636
frontend-one,1740685148,0.087939565
frontend-one,1740685208,0.068843432
frontend-one,1740685268,0.073780279
frontend-one,1740685328,0.069492477
frontend-one,1740685388,0.083515992
frontend-one,1740685448,0.076362162
frontend-one,1740685508,0.004270021
frontend-one,1740685568,0.001789063
frontend-one,1740685628,0.001978256
frontend-two,1740681008,0.068019614
frontend-two,1740681068,0.083575485
frontend-two,1740681128,0.103369221
frontend-two,1740681188,0.109725312
frontend-two,1740681248,0.112031995
frontend-two,1740681308,0.126412129
frontend-two,1740681368,0.127712061
frontend-two,1740681428,0.142964513
frontend-two,1740681488,0.152599859
frontend-two,1740681548,0.142502142
frontend-two,1740681608,0.143567255
frontend-two,1740681668,0.17281558
frontend-two,1740681728,0.170393327
frontend-two,1740681788,0.165025481
frontend-two,1740681848,0.164742578
frontend-two,1740681908,0.157432503
frontend-two,1740681968,0.148123155
frontend-two,1740682028,0.115948081
frontend-two,1740682088,0.156089203
frontend-two,1740682148,0.160361537
frontend-two,1740682208,0.156654863
frontend-two,1740682268,0.150760593
frontend-two,1740682328,0.134069597
frontend-two,1740682388,0.126320288
frontend-two,1740682448,0.107197632
frontend-two,1740682508,0.084836271
frontend-two,1740682568,0.084427819
frontend-two,1740682628,0.065011653
frontend-two,1740682688,0.060992258
frontend-two,1740682748,0.059641716
frontend-two,1740682808,0.064359561
frontend-two,1740682868,0.071690558
frontend-two,1740682928,0.093562175
frontend-two,1740682988,0.115138919
frontend-two,1740683048,0.136378734
frontend-two,1740683108,0.150327952
frontend-two,1740683168,0.132373448
frontend-two,1740683228,0.157760554
frontend-two,1740683288,0.173679193
frontend-two,1740683348,0.16091688
frontend-two,1740683408,0.179988068
frontend-two,1740683468,0.190027338
frontend-two,1740683528,0.198653012
frontend-two,1740683588,0.131909581
frontend-two,1740683648,0.109638777
frontend-two,1740683708,0.105089306
frontend-two,1740683768,0.100405671
frontend-two,1740683828,0.106397203
frontend-two,1740683888,0.116141759
frontend-two,1740683948,0.120982169
frontend-two,1740684008,0.127830628
frontend-two,1740684068,0.136918557
frontend-two,1740684128,0.134316612
frontend-two,1740684188,0.130930919
frontend-two,1740684248,0.122644064
frontend-two,1740684308,0.073773398
frontend-two,1740684368,0.124409831
frontend-two,1740684428,0.101014038
frontend-two,1740684488,0.084038704
frontend-two,1740684548,0.078122851
frontend-two,1740684608,0.075217931
frontend-two,1740684668,0.075747961
frontend-two,1740684728,0.065350397
frontend-two,1740684788,0.066750133
frontend-two,1740684848,0.077163144
frontend-two,1740684908,0.107748096
frontend-two,1740684968,0.108553964
frontend-two,1740685028,0.109199011
frontend-two,1740685088,0.101660245
frontend-two,1740685148,0.091319721
frontend-two,1740685208,0.107893633
frontend-two,1740685268,0.112096722
frontend-two,1740685328,0.120125271
frontend-two,1740685388,0.120034474
frontend-two,1740685448,0.097970158
frontend-two,1740685508,0.00179388
frontend-two,1740685568,0.001863234
frontend-two,1740685628,0.001817708
frontend-three,1740681008,0.035507396
frontend-three,1740681068,0.032122894
frontend-three,1740681128,0.042006158
frontend-three,1740681188,0.048796818
frontend-three,1740681248,0.060017816
frontend-three,1740681308,0.050239868
frontend-three,1740681368,0.073504495
frontend-three,1740681428,0.101675346
frontend-three,1740681488,0.12648776
frontend-three,1740681548,0.14891244
frontend-three,1740681608,0.112606652
frontend-three,1740681668,0.15076268
frontend-three,1740681728,0.158886409
frontend-three,1740681788,0.170170482
frontend-three,1740681848,0.177755077
frontend-three,1740681908,0.150867276
frontend-three,1740681968,0.142169265
frontend-three,1740682028,0.155218929
frontend-three,1740682088,0.094875613
frontend-three,1740682148,0.135721831
frontend-three,1740682208,0.11709045
frontend-three,1740682268,0.120407775
